activity_date,course_item_type_category,course_item_type_desc,count
2017-04-30 03:00:00,programming,graded programming,252
2017-04-30 03:00:00,quiz,exam,296
2017-04-30 03:00:00,,others,3
2017-04-30 03:00:00,notebook,notebook,628
2017-05-01 03:00:00,lecture,lecture,1235
2017-05-01 03:00:00,supplement,supplement,106
2017-05-01 03:00:00,notebook,notebook,732
2017-05-01 03:00:00,quiz,exam,300
2017-05-01 03:00:00,programming,graded programming,348
2017-05-01 03:00:00,,others,3
2017-05-02 03:00:00,lecture,lecture,1527
2017-05-02 03:00:00,quiz,exam,544
2017-05-02 03:00:00,programming,graded programming,304
2017-05-02 03:00:00,notebook,notebook,580
2017-05-02 03:00:00,supplement,supplement,69
2017-05-03 03:00:00,quiz,exam,544
2017-05-03 03:00:00,notebook,notebook,676
2017-05-03 03:00:00,programming,graded programming,192
2017-05-03 03:00:00,lecture,lecture,1503
2017-05-03 03:00:00,,others,4
2017-05-03 03:00:00,supplement,supplement,111
2017-05-04 03:00:00,quiz,exam,640
2017-05-04 03:00:00,notebook,notebook,568
2017-05-04 03:00:00,programming,graded programming,268
2017-05-04 03:00:00,lecture,lecture,1358
2017-05-04 03:00:00,,others,9
2017-05-04 03:00:00,supplement,supplement,100
2017-05-05 03:00:00,notebook,notebook,620
2017-05-05 03:00:00,lecture,lecture,1617
2017-05-05 03:00:00,supplement,supplement,65
2017-05-05 03:00:00,quiz,exam,436
2017-05-05 03:00:00,programming,graded programming,172
2017-05-05 03:00:00,,others,3
2017-05-06 03:00:00,programming,graded programming,172
2017-05-06 03:00:00,notebook,notebook,476
2017-05-06 03:00:00,supplement,supplement,84
2017-05-06 03:00:00,lecture,lecture,1251
2017-05-06 03:00:00,quiz,exam,944
2017-05-07 03:00:00,supplement,supplement,101
2017-05-07 03:00:00,notebook,notebook,580
2017-05-07 03:00:00,programming,graded programming,296
2017-05-07 03:00:00,lecture,lecture,1361
2017-05-07 03:00:00,quiz,exam,204
2017-05-08 03:00:00,supplement,supplement,91
2017-05-08 03:00:00,notebook,notebook,736
2017-05-08 03:00:00,programming,graded programming,308
2017-05-08 03:00:00,lecture,lecture,1021
2017-05-08 03:00:00,,others,3
2017-05-08 03:00:00,quiz,exam,424
2017-05-09 03:00:00,notebook,notebook,520
2017-05-09 03:00:00,quiz,exam,124
2017-05-09 03:00:00,lecture,lecture,1083
2017-05-09 03:00:00,supplement,supplement,78
2017-05-09 03:00:00,programming,graded programming,236
2017-05-10 03:00:00,,others,3
2017-05-10 03:00:00,lecture,lecture,1445
2017-05-10 03:00:00,notebook,notebook,768
2017-05-10 03:00:00,supplement,supplement,84
2017-05-10 03:00:00,quiz,exam,88
2017-05-10 03:00:00,programming,graded programming,340
2017-05-11 03:00:00,supplement,supplement,81
2017-05-11 03:00:00,lecture,lecture,1101
2017-05-11 03:00:00,quiz,exam,96
2017-05-11 03:00:00,notebook,notebook,620
2017-05-11 03:00:00,programming,graded programming,364
2017-05-12 03:00:00,programming,graded programming,196
2017-05-12 03:00:00,quiz,exam,160
2017-05-12 03:00:00,lecture,lecture,941
2017-05-12 03:00:00,supplement,supplement,79
2017-05-12 03:00:00,notebook,notebook,432
2017-05-13 03:00:00,lecture,lecture,1328
2017-05-13 03:00:00,supplement,supplement,98
2017-05-13 03:00:00,notebook,notebook,680
2017-05-13 03:00:00,programming,graded programming,324
2017-05-13 03:00:00,quiz,exam,668
2017-05-14 03:00:00,supplement,supplement,63
2017-05-14 03:00:00,lecture,lecture,1405
2017-05-14 03:00:00,programming,graded programming,276
2017-05-14 03:00:00,notebook,notebook,744
2017-05-14 03:00:00,quiz,exam,472
2017-05-14 03:00:00,,others,3
2017-05-15 03:00:00,lecture,lecture,1612
2017-05-15 03:00:00,quiz,exam,548
2017-05-15 03:00:00,,others,7
2017-05-15 03:00:00,supplement,supplement,125
2017-05-15 03:00:00,notebook,notebook,652
2017-05-15 03:00:00,programming,graded programming,316
2017-05-16 03:00:00,supplement,supplement,82
2017-05-16 03:00:00,notebook,notebook,712
2017-05-16 03:00:00,quiz,exam,192
2017-05-16 03:00:00,lecture,lecture,1159
2017-05-16 03:00:00,programming,graded programming,316
2017-05-17 03:00:00,lecture,lecture,882
2017-05-17 03:00:00,programming,graded programming,268
2017-05-17 03:00:00,supplement,supplement,96
2017-05-17 03:00:00,,others,4
2017-05-17 03:00:00,quiz,exam,284
2017-05-17 03:00:00,notebook,notebook,608
2017-05-18 03:00:00,notebook,notebook,392
2017-05-18 03:00:00,supplement,supplement,86
2017-05-18 03:00:00,lecture,lecture,970
2017-05-18 03:00:00,programming,graded programming,124
2017-05-18 03:00:00,quiz,exam,148
2017-05-19 03:00:00,lecture,lecture,999
2017-05-19 03:00:00,notebook,notebook,452
2017-05-19 03:00:00,quiz,exam,44
2017-05-19 03:00:00,supplement,supplement,69
2017-05-19 03:00:00,programming,graded programming,224
2017-05-19 03:00:00,,others,3
2017-05-20 03:00:00,supplement,supplement,42
2017-05-20 03:00:00,notebook,notebook,268
2017-05-20 03:00:00,quiz,exam,336
2017-05-20 03:00:00,lecture,lecture,808
2017-05-20 03:00:00,programming,graded programming,144
2017-05-20 03:00:00,,others,4
2017-05-21 03:00:00,lecture,lecture,954
2017-05-21 03:00:00,notebook,notebook,368
2017-05-21 03:00:00,programming,graded programming,208
2017-05-21 03:00:00,supplement,supplement,84
2017-05-21 03:00:00,quiz,exam,196
2017-05-22 03:00:00,lecture,lecture,1314
2017-05-22 03:00:00,supplement,supplement,109
2017-05-22 03:00:00,quiz,exam,156
2017-05-22 03:00:00,notebook,notebook,616
2017-05-22 03:00:00,programming,graded programming,280
2017-05-23 03:00:00,supplement,supplement,62
2017-05-23 03:00:00,lecture,lecture,1095
2017-05-23 03:00:00,quiz,exam,172
2017-05-23 03:00:00,notebook,notebook,300
2017-05-23 03:00:00,programming,graded programming,84
2017-05-24 03:00:00,notebook,notebook,440
2017-05-24 03:00:00,supplement,supplement,78
2017-05-24 03:00:00,lecture,lecture,999
2017-05-24 03:00:00,quiz,exam,220
2017-05-24 03:00:00,programming,graded programming,180
2017-05-25 03:00:00,notebook,notebook,564
2017-05-25 03:00:00,lecture,lecture,1175
2017-05-25 03:00:00,supplement,supplement,127
2017-05-25 03:00:00,quiz,exam,364
2017-05-25 03:00:00,programming,graded programming,104
2017-05-26 03:00:00,supplement,supplement,71
2017-05-26 03:00:00,notebook,notebook,360
2017-05-26 03:00:00,quiz,exam,208
2017-05-26 03:00:00,lecture,lecture,994
2017-05-26 03:00:00,programming,graded programming,196
2017-05-27 03:00:00,notebook,notebook,304
2017-05-27 03:00:00,lecture,lecture,833
2017-05-27 03:00:00,programming,graded programming,144
2017-05-27 03:00:00,supplement,supplement,65
2017-05-27 03:00:00,quiz,exam,348
2017-05-28 03:00:00,quiz,exam,264
2017-05-28 03:00:00,,others,3
2017-05-28 03:00:00,programming,graded programming,116
2017-05-28 03:00:00,notebook,notebook,320
2017-05-28 03:00:00,lecture,lecture,1382
2017-05-28 03:00:00,supplement,supplement,104
2017-05-29 03:00:00,notebook,notebook,716
2017-05-29 03:00:00,quiz,exam,408
2017-05-29 03:00:00,lecture,lecture,1430
2017-05-29 03:00:00,programming,graded programming,224
2017-05-29 03:00:00,supplement,supplement,89
2017-05-29 03:00:00,,others,3
2017-05-30 03:00:00,notebook,notebook,528
2017-05-30 03:00:00,lecture,lecture,1683
2017-05-30 03:00:00,supplement,supplement,149
2017-05-30 03:00:00,quiz,exam,592
2017-05-30 03:00:00,programming,graded programming,44
2017-05-31 03:00:00,supplement,supplement,202
2017-05-31 03:00:00,lecture,lecture,1901
2017-05-31 03:00:00,quiz,exam,692
2017-05-31 03:00:00,notebook,notebook,492
2017-05-31 03:00:00,programming,graded programming,208
2017-06-01 03:00:00,notebook,notebook,668
2017-06-01 03:00:00,supplement,supplement,183
2017-06-01 03:00:00,lecture,lecture,2033
2017-06-01 03:00:00,quiz,exam,176
2017-06-01 03:00:00,,others,10
2017-06-01 03:00:00,programming,graded programming,364
2017-06-02 03:00:00,lecture,lecture,1465
2017-06-02 03:00:00,programming,graded programming,140
2017-06-02 03:00:00,notebook,notebook,492
2017-06-02 03:00:00,,others,3
2017-06-02 03:00:00,supplement,supplement,98
2017-06-02 03:00:00,quiz,exam,204
2017-06-03 03:00:00,programming,graded programming,208
2017-06-03 03:00:00,,others,3
2017-06-03 03:00:00,lecture,lecture,1841
2017-06-03 03:00:00,quiz,exam,208
2017-06-03 03:00:00,notebook,notebook,568
2017-06-03 03:00:00,supplement,supplement,160
2017-06-04 03:00:00,quiz,exam,552
2017-06-04 03:00:00,lecture,lecture,1627
2017-06-04 03:00:00,notebook,notebook,568
2017-06-04 03:00:00,programming,graded programming,144
2017-06-04 03:00:00,supplement,supplement,169
2017-06-04 03:00:00,,others,3
2017-06-05 03:00:00,lecture,lecture,1770
2017-06-05 03:00:00,programming,graded programming,220
2017-06-05 03:00:00,notebook,notebook,448
2017-06-05 03:00:00,,others,4
2017-06-05 03:00:00,supplement,supplement,104
2017-06-05 03:00:00,quiz,exam,228
2017-06-06 03:00:00,notebook,notebook,576
2017-06-06 03:00:00,lecture,lecture,1636
2017-06-06 03:00:00,supplement,supplement,204
2017-06-06 03:00:00,,others,7
2017-06-06 03:00:00,quiz,exam,404
2017-06-06 03:00:00,programming,graded programming,236
2017-06-07 03:00:00,supplement,supplement,63
2017-06-07 03:00:00,notebook,notebook,584
2017-06-07 03:00:00,programming,graded programming,184
2017-06-07 03:00:00,lecture,lecture,1396
2017-06-07 03:00:00,quiz,exam,608
2017-06-08 03:00:00,notebook,notebook,448
2017-06-08 03:00:00,programming,graded programming,132
2017-06-08 03:00:00,supplement,supplement,63
2017-06-08 03:00:00,lecture,lecture,996
2017-06-08 03:00:00,quiz,exam,584
2017-06-09 03:00:00,notebook,notebook,460
2017-06-09 03:00:00,supplement,supplement,106
2017-06-09 03:00:00,lecture,lecture,1002
2017-06-09 03:00:00,quiz,exam,248
2017-06-09 03:00:00,programming,graded programming,176
2017-06-09 03:00:00,,others,3
2017-06-10 03:00:00,quiz,exam,76
2017-06-10 03:00:00,supplement,supplement,70
2017-06-10 03:00:00,notebook,notebook,244
2017-06-10 03:00:00,lecture,lecture,845
2017-06-10 03:00:00,programming,graded programming,112
2017-06-11 03:00:00,notebook,notebook,364
2017-06-11 03:00:00,supplement,supplement,80
2017-06-11 03:00:00,lecture,lecture,1242
2017-06-11 03:00:00,programming,graded programming,92
2017-06-11 03:00:00,quiz,exam,500
2017-06-12 03:00:00,lecture,lecture,1671
2017-06-12 03:00:00,notebook,notebook,752
2017-06-12 03:00:00,supplement,supplement,177
2017-06-12 03:00:00,quiz,exam,364
2017-06-12 03:00:00,programming,graded programming,568
2017-06-12 03:00:00,,others,4
2017-06-13 03:00:00,supplement,supplement,88
2017-06-13 03:00:00,lecture,lecture,1418
2017-06-13 03:00:00,,others,7
2017-06-13 03:00:00,programming,graded programming,56
2017-06-13 03:00:00,notebook,notebook,504
2017-06-13 03:00:00,quiz,exam,184
2017-06-14 03:00:00,lecture,lecture,1591
2017-06-14 03:00:00,notebook,notebook,360
2017-06-14 03:00:00,quiz,exam,316
2017-06-14 03:00:00,supplement,supplement,125
2017-06-14 03:00:00,programming,graded programming,32
2017-06-15 03:00:00,supplement,supplement,83
2017-06-15 03:00:00,notebook,notebook,352
2017-06-15 03:00:00,programming,graded programming,52
2017-06-15 03:00:00,lecture,lecture,1198
2017-06-15 03:00:00,quiz,exam,340
2017-06-16 03:00:00,notebook,notebook,320
2017-06-16 03:00:00,lecture,lecture,1456
2017-06-16 03:00:00,supplement,supplement,112
2017-06-16 03:00:00,quiz,exam,496
2017-06-16 03:00:00,programming,graded programming,56
2017-06-17 03:00:00,lecture,lecture,1513
2017-06-17 03:00:00,programming,graded programming,220
2017-06-17 03:00:00,notebook,notebook,468
2017-06-17 03:00:00,supplement,supplement,112
2017-06-17 03:00:00,quiz,exam,168
2017-06-17 03:00:00,,others,3
2017-06-18 03:00:00,programming,graded programming,424
2017-06-18 03:00:00,lecture,lecture,888
2017-06-18 03:00:00,notebook,notebook,372
2017-06-18 03:00:00,quiz,exam,168
2017-06-18 03:00:00,supplement,supplement,106
2017-06-19 03:00:00,lecture,lecture,1763
2017-06-19 03:00:00,notebook,notebook,548
2017-06-19 03:00:00,supplement,supplement,215
2017-06-19 03:00:00,quiz,exam,296
2017-06-19 03:00:00,programming,graded programming,140
2017-06-20 03:00:00,supplement,supplement,111
2017-06-20 03:00:00,lecture,lecture,1077
2017-06-20 03:00:00,quiz,exam,72
2017-06-20 03:00:00,notebook,notebook,468
2017-06-20 03:00:00,programming,graded programming,96
2017-06-20 03:00:00,,others,6
2017-06-21 03:00:00,lecture,lecture,1743
2017-06-21 03:00:00,notebook,notebook,764
2017-06-21 03:00:00,quiz,exam,348
2017-06-21 03:00:00,supplement,supplement,179
2017-06-21 03:00:00,programming,graded programming,184
2017-06-22 03:00:00,supplement,supplement,136
2017-06-22 03:00:00,notebook,notebook,648
2017-06-22 03:00:00,quiz,exam,1084
2017-06-22 03:00:00,lecture,lecture,1818
2017-06-22 03:00:00,programming,graded programming,300
2017-06-23 03:00:00,lecture,lecture,1419
2017-06-23 03:00:00,supplement,supplement,133
2017-06-23 03:00:00,notebook,notebook,552
2017-06-23 03:00:00,quiz,exam,736
2017-06-23 03:00:00,programming,graded programming,160
2017-06-24 03:00:00,lecture,lecture,964
2017-06-24 03:00:00,supplement,supplement,87
2017-06-24 03:00:00,notebook,notebook,324
2017-06-24 03:00:00,quiz,exam,1108
2017-06-24 03:00:00,programming,graded programming,100
2017-06-25 03:00:00,lecture,lecture,1059
2017-06-25 03:00:00,supplement,supplement,33
2017-06-25 03:00:00,notebook,notebook,428
2017-06-25 03:00:00,quiz,exam,852
2017-06-25 03:00:00,programming,graded programming,128
2017-06-25 03:00:00,,others,3
2017-06-26 03:00:00,quiz,exam,1220
2017-06-26 03:00:00,notebook,notebook,536
2017-06-26 03:00:00,lecture,lecture,1705
2017-06-26 03:00:00,supplement,supplement,195
2017-06-26 03:00:00,programming,graded programming,456
2017-06-27 03:00:00,supplement,supplement,118
2017-06-27 03:00:00,lecture,lecture,1779
2017-06-27 03:00:00,quiz,exam,992
2017-06-27 03:00:00,notebook,notebook,624
2017-06-27 03:00:00,programming,graded programming,224
2017-06-28 03:00:00,supplement,supplement,70
2017-06-28 03:00:00,notebook,notebook,628
2017-06-28 03:00:00,quiz,exam,664
2017-06-28 03:00:00,lecture,lecture,1610
2017-06-28 03:00:00,programming,graded programming,148
2017-06-29 03:00:00,,others,4
2017-06-29 03:00:00,notebook,notebook,500
2017-06-29 03:00:00,quiz,exam,1128
2017-06-29 03:00:00,lecture,lecture,1374
2017-06-29 03:00:00,programming,graded programming,204
2017-06-29 03:00:00,supplement,supplement,75
2017-06-30 03:00:00,,others,3
2017-06-30 03:00:00,quiz,exam,1484
2017-06-30 03:00:00,notebook,notebook,524
2017-06-30 03:00:00,programming,graded programming,160
2017-06-30 03:00:00,lecture,lecture,800
2017-06-30 03:00:00,supplement,supplement,67
2017-07-01 03:00:00,lecture,lecture,820
2017-07-01 03:00:00,quiz,exam,1160
2017-07-01 03:00:00,supplement,supplement,47
2017-07-01 03:00:00,notebook,notebook,336
2017-07-01 03:00:00,programming,graded programming,132
2017-07-01 03:00:00,,others,3
2017-07-02 03:00:00,supplement,supplement,79
2017-07-02 03:00:00,lecture,lecture,1125
2017-07-02 03:00:00,programming,graded programming,88
2017-07-02 03:00:00,quiz,exam,364
2017-07-02 03:00:00,notebook,notebook,452
2017-07-03 03:00:00,supplement,supplement,158
2017-07-03 03:00:00,quiz,exam,1580
2017-07-03 03:00:00,notebook,notebook,596
2017-07-03 03:00:00,programming,graded programming,44
2017-07-03 03:00:00,lecture,lecture,1321
2017-07-04 03:00:00,programming,graded programming,544
2017-07-04 03:00:00,notebook,notebook,644
2017-07-04 03:00:00,,others,10
2017-07-04 03:00:00,supplement,supplement,161
2017-07-04 03:00:00,lecture,lecture,1649
2017-07-04 03:00:00,quiz,exam,1096
2017-07-05 03:00:00,quiz,exam,516
2017-07-05 03:00:00,lecture,lecture,1735
2017-07-05 03:00:00,programming,graded programming,204
2017-07-05 03:00:00,supplement,supplement,104
2017-07-05 03:00:00,notebook,notebook,664
2017-07-05 03:00:00,,others,11
2017-07-06 03:00:00,,others,3
2017-07-06 03:00:00,supplement,supplement,87
2017-07-06 03:00:00,notebook,notebook,560
2017-07-06 03:00:00,quiz,exam,572
2017-07-06 03:00:00,lecture,lecture,1314
2017-07-06 03:00:00,programming,graded programming,304
2017-07-07 03:00:00,lecture,lecture,1484
2017-07-07 03:00:00,supplement,supplement,160
2017-07-07 03:00:00,,others,10
2017-07-07 03:00:00,quiz,exam,156
2017-07-07 03:00:00,notebook,notebook,720
2017-07-07 03:00:00,programming,graded programming,388
2017-07-08 03:00:00,supplement,supplement,79
2017-07-08 03:00:00,lecture,lecture,1082
2017-07-08 03:00:00,quiz,exam,620
2017-07-08 03:00:00,notebook,notebook,452
2017-07-08 03:00:00,programming,graded programming,72
2017-07-09 03:00:00,notebook,notebook,356
2017-07-09 03:00:00,supplement,supplement,55
2017-07-09 03:00:00,quiz,exam,212
2017-07-09 03:00:00,programming,graded programming,312
2017-07-09 03:00:00,lecture,lecture,711
2017-07-10 03:00:00,quiz,exam,248
2017-07-10 03:00:00,lecture,lecture,1245
2017-07-10 03:00:00,programming,graded programming,328
2017-07-10 03:00:00,notebook,notebook,448
2017-07-10 03:00:00,supplement,supplement,110
2017-07-10 03:00:00,,others,7
2017-07-11 03:00:00,lecture,lecture,1097
2017-07-11 03:00:00,quiz,exam,484
2017-07-11 03:00:00,,others,3
2017-07-11 03:00:00,supplement,supplement,85
2017-07-11 03:00:00,notebook,notebook,464
2017-07-11 03:00:00,programming,graded programming,288
2017-07-12 03:00:00,lecture,lecture,1406
2017-07-12 03:00:00,supplement,supplement,114
2017-07-12 03:00:00,notebook,notebook,392
2017-07-12 03:00:00,quiz,exam,80
2017-07-12 03:00:00,programming,graded programming,192
2017-07-13 03:00:00,lecture,lecture,1449
2017-07-13 03:00:00,programming,graded programming,280
2017-07-13 03:00:00,supplement,supplement,46
2017-07-13 03:00:00,notebook,notebook,512
2017-07-13 03:00:00,,others,3
2017-07-13 03:00:00,quiz,exam,312
2017-07-14 03:00:00,notebook,notebook,332
2017-07-14 03:00:00,lecture,lecture,1233
2017-07-14 03:00:00,supplement,supplement,37
2017-07-14 03:00:00,quiz,exam,96
2017-07-14 03:00:00,programming,graded programming,168
2017-07-15 03:00:00,notebook,notebook,468
2017-07-15 03:00:00,supplement,supplement,70
2017-07-15 03:00:00,lecture,lecture,768
2017-07-15 03:00:00,quiz,exam,936
2017-07-15 03:00:00,programming,graded programming,440
2017-07-16 03:00:00,quiz,exam,1368
2017-07-16 03:00:00,lecture,lecture,1082
2017-07-16 03:00:00,programming,graded programming,424
2017-07-16 03:00:00,supplement,supplement,75
2017-07-16 03:00:00,notebook,notebook,612
2017-07-16 03:00:00,,others,7
2017-07-17 03:00:00,notebook,notebook,576
2017-07-17 03:00:00,lecture,lecture,1648
2017-07-17 03:00:00,quiz,exam,1300
2017-07-17 03:00:00,supplement,supplement,150
2017-07-17 03:00:00,programming,graded programming,236
2017-07-18 03:00:00,lecture,lecture,1439
2017-07-18 03:00:00,notebook,notebook,468
2017-07-18 03:00:00,supplement,supplement,124
2017-07-18 03:00:00,quiz,exam,840
2017-07-18 03:00:00,programming,graded programming,264
2017-07-19 03:00:00,programming,graded programming,288
2017-07-19 03:00:00,supplement,supplement,54
2017-07-19 03:00:00,notebook,notebook,488
2017-07-19 03:00:00,quiz,exam,224
2017-07-19 03:00:00,lecture,lecture,1027
2017-07-20 03:00:00,notebook,notebook,328
2017-07-20 03:00:00,lecture,lecture,841
2017-07-20 03:00:00,quiz,exam,548
2017-07-20 03:00:00,supplement,supplement,44
2017-07-20 03:00:00,programming,graded programming,224
2017-07-20 03:00:00,,others,7
2017-07-21 03:00:00,lecture,lecture,867
2017-07-21 03:00:00,supplement,supplement,67
2017-07-21 03:00:00,notebook,notebook,612
2017-07-21 03:00:00,quiz,exam,280
2017-07-21 03:00:00,,others,7
2017-07-21 03:00:00,programming,graded programming,332
2017-07-22 03:00:00,quiz,exam,256
2017-07-22 03:00:00,programming,graded programming,168
2017-07-22 03:00:00,notebook,notebook,304
2017-07-22 03:00:00,supplement,supplement,61
2017-07-22 03:00:00,lecture,lecture,741
2017-07-23 03:00:00,supplement,supplement,58
2017-07-23 03:00:00,notebook,notebook,268
2017-07-23 03:00:00,lecture,lecture,604
2017-07-23 03:00:00,quiz,exam,948
2017-07-23 03:00:00,programming,graded programming,56
2017-07-24 03:00:00,supplement,supplement,105
2017-07-24 03:00:00,quiz,exam,1208
2017-07-24 03:00:00,notebook,notebook,424
2017-07-24 03:00:00,lecture,lecture,1359
2017-07-24 03:00:00,programming,graded programming,152
2017-07-25 03:00:00,lecture,lecture,878
2017-07-25 03:00:00,quiz,exam,476
2017-07-25 03:00:00,notebook,notebook,488
2017-07-25 03:00:00,supplement,supplement,75
2017-07-25 03:00:00,programming,graded programming,204
2017-07-26 03:00:00,lecture,lecture,1171
2017-07-26 03:00:00,notebook,notebook,512
2017-07-26 03:00:00,quiz,exam,772
2017-07-26 03:00:00,supplement,supplement,99
2017-07-26 03:00:00,programming,graded programming,100
2017-07-27 03:00:00,supplement,supplement,117
2017-07-27 03:00:00,lecture,lecture,957
2017-07-27 03:00:00,,others,13
2017-07-27 03:00:00,notebook,notebook,508
2017-07-27 03:00:00,quiz,exam,488
2017-07-27 03:00:00,programming,graded programming,80
2017-07-28 03:00:00,supplement,supplement,87
2017-07-28 03:00:00,lecture,lecture,1396
2017-07-28 03:00:00,quiz,exam,720
2017-07-28 03:00:00,notebook,notebook,588
2017-07-28 03:00:00,programming,graded programming,272
2017-07-28 03:00:00,,others,3
2017-07-29 03:00:00,lecture,lecture,1242
2017-07-29 03:00:00,programming,graded programming,204
2017-07-29 03:00:00,quiz,exam,840
2017-07-29 03:00:00,notebook,notebook,368
2017-07-29 03:00:00,supplement,supplement,59
2017-07-29 03:00:00,,others,3
2017-07-30 03:00:00,,others,3
2017-07-30 03:00:00,notebook,notebook,480
2017-07-30 03:00:00,programming,graded programming,172
2017-07-30 03:00:00,lecture,lecture,1045
2017-07-30 03:00:00,supplement,supplement,105
2017-07-30 03:00:00,quiz,exam,276
2017-07-31 03:00:00,lecture,lecture,1234
2017-07-31 03:00:00,quiz,exam,484
2017-07-31 03:00:00,notebook,notebook,392
2017-07-31 03:00:00,supplement,supplement,69
2017-07-31 03:00:00,programming,graded programming,96
2017-08-01 03:00:00,notebook,notebook,508
2017-08-01 03:00:00,lecture,lecture,1287
2017-08-01 03:00:00,supplement,supplement,104
2017-08-01 03:00:00,programming,graded programming,240
2017-08-01 03:00:00,quiz,exam,408
2017-08-01 03:00:00,,others,9
2017-08-02 03:00:00,notebook,notebook,492
2017-08-02 03:00:00,lecture,lecture,1112
2017-08-02 03:00:00,quiz,exam,364
2017-08-02 03:00:00,programming,graded programming,108
2017-08-02 03:00:00,supplement,supplement,83
2017-08-02 03:00:00,,others,6
2017-08-03 03:00:00,lecture,lecture,939
2017-08-03 03:00:00,notebook,notebook,360
2017-08-03 03:00:00,supplement,supplement,146
2017-08-03 03:00:00,quiz,exam,716
2017-08-03 03:00:00,programming,graded programming,88
2017-08-04 03:00:00,supplement,supplement,104
2017-08-04 03:00:00,quiz,exam,524
2017-08-04 03:00:00,notebook,notebook,412
2017-08-04 03:00:00,lecture,lecture,987
2017-08-04 03:00:00,programming,graded programming,188
2017-08-05 03:00:00,lecture,lecture,1115
2017-08-05 03:00:00,supplement,supplement,77
2017-08-05 03:00:00,programming,graded programming,120
2017-08-05 03:00:00,quiz,exam,464
2017-08-05 03:00:00,notebook,notebook,268
2017-08-06 03:00:00,supplement,supplement,58
2017-08-06 03:00:00,lecture,lecture,1265
2017-08-06 03:00:00,quiz,exam,544
2017-08-06 03:00:00,programming,graded programming,96
2017-08-06 03:00:00,notebook,notebook,336
2017-08-07 03:00:00,supplement,supplement,93
2017-08-07 03:00:00,notebook,notebook,464
2017-08-07 03:00:00,quiz,exam,364
2017-08-07 03:00:00,lecture,lecture,987
2017-08-07 03:00:00,programming,graded programming,200
2017-08-07 03:00:00,,others,4
2017-08-08 03:00:00,lecture,lecture,1731
2017-08-08 03:00:00,supplement,supplement,73
2017-08-08 03:00:00,notebook,notebook,584
2017-08-08 03:00:00,quiz,exam,272
2017-08-08 03:00:00,programming,graded programming,244
2017-08-09 03:00:00,notebook,notebook,532
2017-08-09 03:00:00,lecture,lecture,1452
2017-08-09 03:00:00,supplement,supplement,110
2017-08-09 03:00:00,programming,graded programming,200
2017-08-09 03:00:00,quiz,exam,620
2017-08-09 03:00:00,,others,3
2017-08-10 03:00:00,programming,graded programming,344
2017-08-10 03:00:00,supplement,supplement,111
2017-08-10 03:00:00,lecture,lecture,1002
2017-08-10 03:00:00,quiz,exam,216
2017-08-10 03:00:00,notebook,notebook,676
2017-08-11 03:00:00,notebook,notebook,532
2017-08-11 03:00:00,lecture,lecture,1020
2017-08-11 03:00:00,supplement,supplement,89
2017-08-11 03:00:00,quiz,exam,264
2017-08-11 03:00:00,programming,graded programming,240
2017-08-12 03:00:00,lecture,lecture,914
2017-08-12 03:00:00,notebook,notebook,448
2017-08-12 03:00:00,quiz,exam,244
2017-08-12 03:00:00,supplement,supplement,54
2017-08-12 03:00:00,programming,graded programming,152
2017-08-12 03:00:00,,others,3
2017-08-13 03:00:00,quiz,exam,244
2017-08-13 03:00:00,supplement,supplement,59
2017-08-13 03:00:00,programming,graded programming,192
2017-08-13 03:00:00,lecture,lecture,1132
2017-08-13 03:00:00,,others,3
2017-08-13 03:00:00,notebook,notebook,544
2017-08-14 03:00:00,supplement,supplement,129
2017-08-14 03:00:00,notebook,notebook,596
2017-08-14 03:00:00,quiz,exam,744
2017-08-14 03:00:00,lecture,lecture,1830
2017-08-14 03:00:00,programming,graded programming,268
2017-08-15 03:00:00,lecture,lecture,1607
2017-08-15 03:00:00,quiz,exam,384
2017-08-15 03:00:00,supplement,supplement,145
2017-08-15 03:00:00,programming,graded programming,264
2017-08-15 03:00:00,notebook,notebook,468
2017-08-15 03:00:00,,others,7
2017-08-16 03:00:00,lecture,lecture,1841
2017-08-16 03:00:00,quiz,exam,676
2017-08-16 03:00:00,programming,graded programming,324
2017-08-16 03:00:00,supplement,supplement,103
2017-08-16 03:00:00,notebook,notebook,692
2017-08-17 03:00:00,lecture,lecture,1520
2017-08-17 03:00:00,supplement,supplement,163
2017-08-17 03:00:00,notebook,notebook,516
2017-08-17 03:00:00,quiz,exam,1256
2017-08-17 03:00:00,programming,graded programming,232
2017-08-17 03:00:00,,others,4
2017-08-18 03:00:00,lecture,lecture,759
2017-08-18 03:00:00,notebook,notebook,416
2017-08-18 03:00:00,supplement,supplement,48
2017-08-18 03:00:00,quiz,exam,744
2017-08-18 03:00:00,programming,graded programming,100
2017-08-19 03:00:00,lecture,lecture,1081
2017-08-19 03:00:00,notebook,notebook,544
2017-08-19 03:00:00,supplement,supplement,101
2017-08-19 03:00:00,quiz,exam,296
2017-08-19 03:00:00,programming,graded programming,200
2017-08-19 03:00:00,,others,11
2017-08-20 03:00:00,programming,graded programming,116
2017-08-20 03:00:00,lecture,lecture,1064
2017-08-20 03:00:00,supplement,supplement,56
2017-08-20 03:00:00,notebook,notebook,388
2017-08-20 03:00:00,quiz,exam,1104
2017-08-20 03:00:00,,others,3
2017-08-21 03:00:00,notebook,notebook,516
2017-08-21 03:00:00,supplement,supplement,91
2017-08-21 03:00:00,lecture,lecture,1215
